Line,KM,Station abbreviation,Stop name,Didok number,OPUIC
224,16.95,GEC,Les Geneveys-sur-Coffrane,4236,8504236
224,21.027,HGV,Les Hauts-Geneveys,4237,8504237
223,10.37,CHN,Chambrelien,4234,8504234
223,3.195,DEU,Les Deurres,4231,8504231
223,4.391,CP,Corcelles-Peseux,4232,8504232
219,22.6,TR,Travers,4215,8504215
219,8.264,BOLE,Bole,4218,8504218
210,104.477,BI,Biel/Bienne,4300,8504300
210,27.238,CHV,Chavornay,1112,8501112
210,83.699,CORN,Cornaux NE,4223,8504223
210,20.554,ECL,Eclepens,1114,8501114
210,32.74,EP,Ependes VD,1110,8501110
210,75.256,NE,Neuchatel,4221,8504221
210,39.291,YV,Yverdon-les-Bains,4200,8504200
210,42.697,GRS,Grandson,4201,8504201
201,11.32,PT,Le Pont,1100,8501100
200,22.871,LSA,La Sarraz,1108,8501108
200,10.891,VU,Vufflens-la-Ville,1116,8501116
160,7.787,LT,Lausanne-Triage,1049,8501049
158,60.2,GE,Geneve,1008,8501008
153,65.433,CABA,Lancy-Bachet,17142,8517142
152,73.007,CHEB,Chene-Bourg,16274,8516274
152,69.073,CHHO,Geneve-Champel,16272,8516272
152,70.452,GEV,Geneve-Eaux-Vives,16273,8516273
152,65.547,CABA,Lancy-Bachet,17142,8517142
152,64.364,LAPR,Lancy-Pont-Rouge,16155,8516155
152,65.239,GEPR,Geneve-La-Praille,1009,8501009
151,74.739,LP,La Plaine,1001,8501001
151,69.414,SY,Satigny,1003,8501003
151,66.931,ZIM,Zimeysa,1000,8501000
151,66.119,VM,Meyrin,1006,8501006
151,72.722,RUS,Russin,1002,8501002
150,21.373,ALL,Allaman,1035,8501035
150,56.68,CHY,Chambesy,1020,8501020
150,47.03,COP,Coppet,1023,8501023
150,53.82,CRGD,Creux-de-Genthod,1012,8501012
150,54.818,GDBE,Genthod-Bellevue,1021,8501021
150,60.372,GE,Geneve,1008,8501008
150,66.115,GEAP,Geneve-Aeroport,1026,8501026
150,0.052,LS,Lausanne,1120,8501120
150,55.704,TUI,Les Tuileries,1011,8501011
150,10.174,LON,Lonay-Preverenges,1048,8501048
150,49.785,MIES,Mies,1014,8501014
150,38.612,NY,Nyon,1030,8501030
150,51.166,PTC,Pont-Ceard,1013,8501013
150,4.419,REN,Renens VD,1118,8501118
150,26.698,ROL,Rolle,1033,8501033
150,51.846,VSX,Versoix,1022,8501022
150,33.938,GLA,Gland,1031,8501031
150,16.88,STP,St-Prex,1036,8501036
111,0.794,VV,Vevey,1200,8501200
111,4.185,CHX,Chexbres-Village,4013,8504013
111,1.844,CORS,Corseaux-Cornalles,4040,8504040
111,0.871,VVFU,Vevey-Funi,4015,8504015
107,145.512,BR,Brig,1609,8501609
100,47.504,BEX,Bex,1402,8501402
100,145.512,BR,Brig,1609,8501609
100,19.867,TOUR,La Tour-de-Peilz,1201,8501201
100,0.04,LS,Lausanne,1120,8501120
100,117.722,LK,Leuk,1601,8501601
100,66.448,MA,Martigny,1500,8501500
100,108.336,SIE,Sierre/Siders,1509,8501509
100,92.273,SIO,Sion,1506,8501506
100,61.488,VERN,Vernayaz,1405,8501405
100,82.14,CHA,Chamoson-St-Pierre-de-Clages,1504,8501504
100,8.58,CU,Cully,1124,8501124
100,51.714,SM,St-Maurice,1403,8501403
100,29.392,VIL,Villeneuve VD,1303,8501303
100,136.628,VI,Visp,1605,8501605
100,24.56,MX,Montreux,1300,8501300
100,18.331,VV,Vevey,1200,8501200
100,88.155,CHF,Chateauneuf-Conthey,1510,8501510
